binary_labels,text
2,"When #CarlyFiorina is your leading candidate out of #GOPDebate #I, I say ""good luck to you, men"". #Hillary2016 #GirlsRule"
2,"What an uptight, humourless, mean spirited pickle up your arse bunch of fools without any redeeming qualities.  #GOPDeba…"
2,That awkward moment when you realize Trump is nothing but a coiffure that spits sound bites http://t.co/iErs8m2Sar #tcot #GOPDebate
2,Trump knows the the nation needs someone like him who knows how to file for bankruptcy. #GOPDebate
2,@cindiperez48 @tedcruz: It's bad when you're attacked by a moderator before you can even respond to the question. #GOP…
2,What's shocking is that Donald Trump looked relatively normal on stage. Virtually every candidate is as ridiculous as him…
2,"""The purpose of the military is kill people and break things,"" a thing Huckabee actually just said #GOPDebate"
0,#GOPDebate does not disappoint. Because I had no expectations.
0,#RandPaul Got the Least Talk Time of Any Debate Candidate #GOPDebate http://t.co/RAm2SItAa1
1,Amen! I pray 4 #Huckabee &amp; his family every day.He has been spectacular 2night. #imwithhuck #GOPDebate #th2016 https://…
2,"This Instagram of @HillaryClinton  and @kimkardashian had a larger audience than than the Fox #GOPDebate.

http://t.co/…"
2,"The #GOPDebate (KKK rally). As seen through the eyes of Native Americans, African-Americans, and Hispanic Americans. http:/…"
2,"Carly Fiorina = 3 Time Loser 😑
#GOPDebate http://t.co/wNgLdHxPOp"
0,☞RETWEET☜ if you believe Bibi @netanyahu and Israel are pulling for #GOP in this election! #GOPDebate #tcot #pjnet http:…
2,Biggest scam ever #Trump  #GOPDebate
1,"@CarlyFiorina Just donated $9.  Rock on, Carly! #GOPDebate #Cleveland"
1,https://t.co/EUbFIOxQZC @CarlyFiorina #GOPDebate
2,"Don't think feminism should be exclusive, but this gif is giving me all the feels after the #GOPDebate #reprorights http://t.co/8BmbXw7h2k"
2,@CBSMiami #GOPDebate @RepEliotEngel These Men R Apart Of My Secret Criminal Fam.That's How @POTUS Met My Ex Wife&amp;their Secret Affair started
2,"""I bribed politicians and it worked! And that's why you should vote for me."" - Trump #GOPdebate"
0,Winners at the G.O.P. Debate Did Not Include Bush and Trump - http://t.co/OMe5bnryJm #GOPDebate #UniteBlue2016 http://t.co/dmHZLKVobs
2,WTF DOES THIS RELIGION QUESTION HAVE TO DO WITH THE PRESIDENCY????? #GOPDebate
2,Trump: A president who talks like an anonymous Internet comment.  #GOPDebate
0,That episode of the Bachelor was so weird last night. #GOPDebate
0,I hope someone asks the candidates about blasphemy in fundraising materials. #GOPDebate
1,No matter what @realDonaldTrump was the reason a lot of people tuned in last night who wouldn’t have otherwise. Good for the #GOPdebate
2,I don't think @megynkelly was unfair to @realDonaldTrump. She called him out on his BS and Trump didn't like it. Grow up Mr Trump #GOPDebate
1,Glenn Beck is saying Rand is a big winner in the #GOPDebate and Christie is a big loser. #StandWithRand #GetAWarrant  @RandPaul
0,"Oh, VETO Corleone = Vito Corleone. I get it now. #GOPDebate"
2,@kilmeade boy I thought I could #tunein 2Brian 4 fair analysis  fair debate ??we have a country facing hard times #KellyFailed  #GOPDebate
0,#GOPDebate was the most watched primary debate in history. 99% of viewers say they were there for the drinking game. ht…
1,That part where Huckabee started screaming about fetuses and spraying chrome paint in his mouth was intense. #GOPDebate
2,Insulting Rosie O'Donnell and other women is not bravely speaking unwelcome truths; it's just piggishness. #GOPDebate
0,http://t.co/s0w1h36N4Q
2,"#GOPDebate Losers

Conservatives Hand Success
2
@GOP Establishment / @FoxNews Rinos
And ...
They Bite The Hand!! https://t.co/iDZywkQpwt"
0,@USCIS Who's the real illegal alien #GOPDebate - Farrakhan on Immigration &amp; the Mexican Bor... https://t.co/lkLfFN2LFy via @YouTube
2,"I tweeted last nite Jeb's real name is John Edward Bush, but it's John Ellis Bush.  Net, net, Jeb is a made up name.  #GOPDebate"
0,Plenty of punches - any knockouts? #GOPDebate http://t.co/sONSXZzwqN via @slate
2,My Mom used to tell me I was getting too big for my britches. I think this happened to a few of the moderators last night. #GOPDebate
2,I'm not sure who won but I'm pretty sure the American people lost #GOPDebate
2,@sallykohn @graceslick77 After last night's #GOPDebate there can be no doubt the corporatocracy rules.
0,http://t.co/8i7tgOCc7c
0,"Woke up hung-over to find dozens of strangers in my mentions, and Fox News on my tv... What the hell happened last night?? #GOPDebate"
0,"my uncle @DrNickMorgan, communicator &amp; body language analyst extraordinaire versus #GOPDebate"
2,The 27 Most Epic Tweets That Completely Summarize Last Night’s #GOPDebate http://t.co/BMCuR1ZF1x http://t.co/f3vxTFAcE5
0,Did the #GOPDebate discussed this? https://t.co/PDevw0qLY6
2,RT ProgsToday: Yeah PPact. It still beats YOUR kids table. #GOPDebate #PPSellsBabyParts http://t.co/NJtda6R5qy
2,"Carly Fiorina may have just won this debate with one video clip.
#GOPDebate"
2,5 Things Rand Paul's Kentucky Could've Spent $73M On Instead of a Fake Noah's Ark http://t.co/s1gkhSY1Bf #GOPDebate http…
2,"A debate moderator's job is to ask tough questions, NOT to attack the candidates then play the victim. @FoxNews @megynkelly #GOPDebate"
1,"@RandPaul Had the least speaking time at the #GOPDebate,and still said more with fewer words. #StandWithRand"
2,"you can't fucking leave the school curriculum to be decided by the states, the south will abolish biology lmfao #GOPDebate"
0,I only got to watch the first half or so of the #GOPDebate so now I'm going to read the transcript. Wish me luck.
1,☞RETWEET☜ if you agree any of these #GOP candidates will be better than Clinton. #GOPDebate #FoxNews #tcot #pjnet http:/…
2,that shit was some bullshit #GOPDebate
2,"Scott Walker keeps saying he turned Wisconsin around. That state is poor, poverty stricken and riddled with bullets. #GOPD…"
1,"My favorite moment from last night's #GOPDebate. (Not an endorsement.)
https://t.co/w53nMImi83"
2,Jeb was a winner last night? Huh? #GOPDebate http://t.co/3VIMaoZbtI
1,#GOPDebate I believe @JebBush made some of the most valid points last night bringing different facts and imformation about flordia.
1,"Best line tonight: @ScottWalker: ""Russia and China know more about Hillary Clinton's emails than Congress."" #GOPDebate #…"
0,re-watching the earlier part of the #GOPdebate.
2,"#GOPDebate Losers

Conservatives Hand Success
2
@GOP Establishment / @FoxNews Rinos
And ...
They Bite The Hand!! https://t.co/cTBK93v0HO"
2,Oh Trump! You slay me! #DebateWithBernie #Democrat #GOPDebate http://t.co/yhfktWap9z
2,"If Donald Trump showed up at the next #GOPDebate in full Kiss makeup and costume, I might actually have to switch to the Republican party."
2,Omg I hope none of them think they've heard from God. Could do without a schizo in office. #GOPDebate
0,Donald Trump refuses to rule out third party run http://t.co/epZQDetjv2 #GOPdebate
0,"Another #graph from #GOPDebate,  #policy #keywords off the top of my head, still same repo https://t.co/CLqzqeBoR7 http://t.co/rg5ZnMwFLp"
0,2015 is the year #hugs earned their rightful place at the #GOPdebate
2,"@megynkelly strike 1 against the bullies. Name calling has nothing to do with being politically correct, it's just disrespect #GOPDebate"
2,Kasich needs to be off the stage for the next debate &amp; Carly needs to be in. She was the clear winner even after the pri…
2,"'When we passed Bush's Patriot Act, said POTUS could do whatever he wants, we never meant a black guy.' #GOPDebate http:…"
0,clearly i just watched the #GOPDebate on youtube...
1,these #TenMen want to make choices for all women. #GOPtbt http://t.co/rV90KrHkmI
1,Ted Cruz knows words. And he's willing to say them. #GOPDebate
1,I loved it in the #GOPdebate when @RandPaul said Reagan negotiated and so will he. But from a place of strength.
2,"3 Biggest Issues in the country, Zero mentions.
1) Income Inequality
2) Campaign Finance Reform
3) Climate Change
#GOPD…"
1,"“If I have to monitor a mosque, I’ll monitor a mosque,” declaims Sen Lindsay Graham. That’s the rhetoric that wins GOP hear…"
1,"While I wasn't too impressed with her questions last night, @megynkelly 's dress rocked!!! #whoareyouwearing #GOPDebate @FoxNews"
2,Pretty sure I was just drunkenly yelling “ABORTION” at the screen at the New Parkway last night. #GOPDebate
0,"George W. Bush sitting in the back of this debate, quietly completing his first sudoku. #GOPDebate"
0,Bernie Sanders live-tweeted the #GOPDebate http://t.co/9EBtDRKUNk via @HuffPostPol
2,"I didn't expect Chris Wallace(D) to be the 2nd worst partisan pontificating asshole ""moderating"" #GOPDebate @megynkelly"
0,"attacked, at personal level.#GOPDebate"
2,At what point do they declare the Hunger Games open and these dudes run for the cornucopia? #GOPDebate
0,@RealDonaldTrump Faces Off Against @MegynKelly http://t.co/XXIdjLJ355 #tcot via @RachBlevins @BenSwann_
2,"#1 Donald Trump🇺🇸Ted Cruz #2

Even @NYT Repulsed

 ""NOT A #GOPDebate: An Inquisition!""

http://t.co/6Gt58AhdOf

@theblaze …"
0,#Cruz 1st day: I will cancel the Iran deal and move our embassy in Israel  to Jerusalem. #cruzcrew #gopdebate #cruztovi…
2,The #GOPDebate did not disappoint ... unless you were hoping for an actual debate.
2,@archon @everyjoedotcom @realDonaldTrump FoxNews tried to take him out and gave him a big win with it #GOPDebate
2,"Find it extremely disturbing that outta everything from last night's #GOPDebate, no one is questioning the ""who does God ❤️ mor…"
2,"Carson: Hillary feeds off of the uniformed, depending on the votes of useful idiots... ouch. #GOPDebate"
2,@etammykim @Marisol_Bello @allDigitocracy One interesting thing to note at #GOPDebate no questions were asked about Nati…
2,"OBAMAS WAR ON WOMEN Record 56,209,000 Women Not in Labor Force http://t.co/3HVtHncEeG #women #Obama @potus #GOPdebate @whitehouse"
2,Me watching the... #GOPDebate http://t.co/zMBfMbAOUR
2,Not voting for anyone who isn't discussing or demanding we discuss #WhiteSupremacy. #GOPDebate
1,"Liberals, CNN agree: Fox did a great job! - http://t.co/4DGIJ1w0gs - conservatives in an uproar against @Foxnews #GOPD…"
0,"""@MykaNow RT Bothers me when those runnin for President cannot respect even the office enough to call him President Obama.
#GOPDebate #Fail"""
2,Not only are the candidates eating each other. Now all the tea baggers hate the fox host. Donald scores twice for Hillary. Lmao #GOPDebate
2,Watched 15 mins of the #GOPdebate and then spent the rest of the night figuring out how I can dedicate my life to getting HRC elected. OMG.
2,@realDonaldTrump slams @megynkelly at #GOPDebate and mainstream media is already trying to discredit him. #bias media #damage control
1,"Watched the #GOPDebate, but kept thinking, ""This is the real answer 2 America's problems!"" #seekweek15 @LifeAction  https://t.co/DJcj7BHGZb"
2,If I were a republican I would be mad as Hell that my party has been turned into a three ring circus by one Mr. Trump. #GOPDebate
0,Hardest questions in the #GOPDebate  https://t.co/7E8IXL6j3l
0,#GOPDebate would be a good time to remind our Mexican-hating friends that Obama is to the right of Reagan on 'amnesty.'
2,.@bdemoree nah man. I have #fauxnews blocked. #foxnews #GOPDebate
2,"The #GOPDebate and the #macleansdebate are total opposites; Macleans ran a professional, organized debate, and the GOP ran a media circus."
1,Props to @ScottWalker for giving a shoutout to union-made @harleydavidson! #GOPDebate
1,http://t.co/gXSpz9KqJ7 Who won the debate? I voted @realDonaldTrump cast your vote with an honest source @DRUDGE not @Fo…
2,"While you were watching the #GOPDebate, the candidate @algore endorsed for Nashville Mayor lost. badly."
2,"Rick Santorum brings full crazy to #GOPDebate, compares same-sex marriage &amp; abortion to slavery http://t.co/DHtKpvVyCS"
2,Donald Trump’s #GOPDebate Was Brilliant Entertainment And Inspired Some Hilarious Memes http://t.co/CPaav407zt http://t.co/QDqqpzIyHY
2,I'm so happy that my family is turning against Trump and they did watch the #GOPDebate last night
2,Posting this at the risk of enflaming the situation.  It's worth a read.  #GOPDebate #TNGOP http://t.co/MPFcHUIRT6
0,Bush defends his position on amnesty http://t.co/2un6wQlxlQ #GOPDebate http://t.co/6ytEVyqnC5
2,@realDonaldTrump should buy @FoxNews and fire @megynkelly for thinking she could trump the Trump #GOPDebate #tcot  https://t.co/j35iWIhbcE
2,My aunt defends Trump to the death on Facebook. She also lives in one of his gated golf course neighborhoods #priorities #values #GOPDebate
2,"They were all #LOSERS in my book. But I'm a progressive, pushing country in ""wrong"" direction. #GOPDebate  https://t.co/4aPV2w39a9"
2,@Marisol_Bello @LindseyGrahamSC @etammykim @rhondalevaldo Thanks for this source on Dodd-Frank. #TalkPoverty #GOPDebate
2,"hey all you stupid #democrats making fun of the #GOPDebate debate, go google @HillaryClinton's selfie with kim kardashian…"
2,#GOPDebate Recap http://t.co/TsUIKsJEeB
2,Beyond disgusted by Trump's misogynistic comments about women. Props to @megynkelly for asking. #GOPDebate
2,How can Donald Trump think that he won the #GOPDebate last night when he never actually answered any questions?
2,"We should rename Fox News to ""The John McCain Network"". #GOPDebate"
1," ""Bush looked like the adult on stage.""  @JebBush  good job."
0,Missed you in #Cleveland @karibowieHertel ! Great to know you were Rockin' Cbus #GOPdebate w/ Team @robportman @theribsking Dublin!
0,The #GOPDebate *and* the #DailyShow's #JonStewart sign off was on the same night? That's moldy manna for the masses! #fakeleftrightparadigm
2,".@JebBush's Million-Dollar Donors, updated thx to @zachmider http://t.co/K3BcdnUTM0 #GOPDebate http://t.co/qdiwcwNQY0"
2,How long until the @GOP realises that @FoxNews is bad for the party? Narrower and narrower it becomes. #GOPDebate
